id,title,summary,image,content,created_at,updated_at,tags,categorie,views,date_occured
24,"II Semana de Informática: Conhecimento e Mercado de Trabalho em Debate","Estudantes e profissionais discutem o futuro da tecnologia e as transformações do mercado em Salgueiro.",iaWuE0M6j8.webp,"Entre os dias **23 e 25 de maio de 2012**, o **Campus Salgueiro do IF Sertão-PE** transformou-se no epicentro da discussão tecnológica no Sertão Central.

A **II Semana de Informática** não foi apenas um evento acadêmico, mas um divisor de águas que reuniu estudantes, professores e profissionais renomados em torno do tema: **“A Informática e o mercado de trabalho”**. Naquele momento, a instituição reafirmava seu papel de vanguarda, preparando seus alunos para as rápidas transformações digitais que redesenhariam as profissões em todo o mundo.

### Conectando o Sertão às Fronteiras da Tecnologia Global

A programação foi desenhada para oferecer uma visão 360 graus do universo tecnológico. Através de mesas-redondas e palestras, foram debatidos temas na fronteira do conhecimento:

- **TV Digital e Jogos Eletrônicos:** Novas fronteiras de entretenimento e mídia.
    
- **Computação em Nuvem (Cloud Computing):** Uma tecnologia emergente na época que mudaria o armazenamento de dados.
    
- **Eletrônica Aplicada:** A base técnica para o desenvolvimento de hardware.
    

O diferencial inovador daquele ano foi a **transmissão ao vivo** de toda a programação pela internet, permitindo que o conhecimento gerado em Salgueiro fosse acessado de qualquer lugar do país. Foi um exercício de democratização da informação sem precedentes na história do campus.

### Prática e Oportunidade

Além das discussões teóricas, as oficinas práticas permitiram que os estudantes colocassem a ""mão na massa"". O uso de ferramentas digitais próprias para a gestão do evento demonstrou que o campus praticava a tecnologia que ensinava, mostrando aos jovens sertanejos que a formação do **IF Sertão-PE** permitia atuação em alto nível em qualquer polo tecnológico global.

### Um Legado de Inovação e Protagonismo Digital

Hoje, ao olharmos para aquela II Semana de Informática, percebemos o quanto fomos pioneiros em tratar a tecnologia como um vetor de inclusão social e desenvolvimento regional. A memória desses debates continua a pulsar em nossos laboratórios, inspirando novos desenvolvedores e pesquisadores.

> O sucesso do evento consolidou a área de informática do Campus Salgueiro como uma das mais dinâmicas e sintonizadas com as demandas da modernidade.

Celebramos o empenho de cada organizador e a curiosidade de cada participante. Seguimos firmes na missão de formar profissionais que não apenas operem máquinas, mas que pensem criticamente o papel da tecnologia na construção de uma sociedade mais justa e conectada.

**Uma memória de futuro que nos impulsiona a novas descobertas todos os dias!**","2025-09-09 12:11:30","2025-09-12 17:09:05","informatica, tecnologia, mercado, evento, inovacao","Tecnologia e Inovação",0,2012
25,"Um Novo Caminho: Ônibus do Campus Salgueiro amplia horizontes para estudantes","A entrega do novo ônibus institucional simboliza a expansão das fronteiras do conhecimento para Salgueiro.",mCUgYO1GIM.webp,"O dia **20 de abril de 2012** marcou o início de uma nova jornada de mobilidade e integração para o **Campus Salgueiro do IF Sertão-PE**.

A chegada do ônibus institucional novo, projetado com foco em segurança e acessibilidade, foi recebida com festa pela comunidade acadêmica. Mais do que um simples meio de transporte, o veículo representava a autonomia necessária para que estudantes e servidores pudessem levar o nome de Salgueiro a congressos, seminários e competições em todo o Brasil, transformando o asfalto em uma extensão da sala de aula.

### Transportando Sonhos e o Talento Sertanejo pelo Brasil

Durante a cerimônia de entrega, o diretor-geral Amâncio Holanda e o reitor Rildo Diniz destacaram que o acesso a viagens técnicas e intercâmbios culturais é fundamental para uma educação de qualidade. O ônibus tornou-se o elo entre o Sertão e os grandes centros de pesquisa, garantindo que:

- **Fronteiras fossem rompidas:** Delegações puderam participar de fóruns mundiais e eventos nacionais sem o obstáculo da falta de transporte.

- **A Teoria encontrasse a Prática:** Estudantes de Agropecuária, Edificações e Informática ganharam a chance real de visitar indústrias, fazendas-modelo e feiras tecnológicas.

- **O Talento ganhasse Visibilidade:** Cada quilômetro rodado passou a contar uma história de reconhecimento da inteligência sertaneja fora de suas fronteiras geográficas.


Essa vivência externa é o que completa a formação de um profissional crítico e conectado com a realidade do país, fortalecendo a identidade do **IF Sertão-PE** como uma escola que não conhece limites para o saber.

### Um Marco de Integração e Conquista Coletiva

Hoje, ao lembrarmos da emoção daquela entrega, celebramos a visão de uma gestão que investiu no conforto e na segurança da sua comunidade. O ônibus do campus tornou-se um símbolo de liberdade acadêmica.

> Ele evoca memórias de risadas em viagens de estudo, a ansiedade antes de grandes apresentações e a alegria do retorno com troféus e certificados na bagagem.

Seguimos cuidando desse patrimônio com o zelo de quem sabe que ele carrega o futuro do nosso país. O ônibus do **Campus Salgueiro** continua a ser a ponte que une o sonho do estudante à realidade profissional, provando que a educação de qualidade exige infraestrutura digna e acessível.

**Uma história de movimento, conquista e horizontes ampliados!**","2025-09-09 12:42:06","2025-09-12 17:07:41","transporte, onibus, visitas_tecnicas, mobilidade, conquista",Institucional,0,2012
26,"Conheça o Campus: Interatividade e Transparência no IF Sertão-PE Salgueiro","Programa pioneiro utiliza monitores para fortalecer a comunicação e a transparência institucional.",rxDGx7vG1a.webp,"Em junho de 2012, o **Campus Salgueiro do IF Sertão-PE** deu um passo audacioso na modernização de sua comunicação interna com o lançamento do programa **“Conheça o Campus”**.

Alinhada à recém-promulgada Lei de Acesso à Informação, a iniciativa utilizou a tecnologia para tornar a gestão pública mais transparente e próxima da comunidade. A instalação de monitores em pontos estratégicos transformou a rotina escolar, criando um canal direto onde a informação circulava com agilidade, ética e criatividade.

### Tecnologia Digital a Serviço da Gestão Participativa

O programa funcionava como um telejornal institucional dinâmico, apresentando conteúdos essenciais para o dia a dia da comunidade:

- **Resultados de pesquisas e conquistas de alunos;**

- **Datas de exames e avisos administrativos;**

- **Divulgação de projetos pedagógicos e extensionistas.**


Mais do que apenas informar, o “Conheça o Campus” buscava criar um **sentimento de pertencimento**. Ao verem seus projetos expostos nas telas do pátio, estudantes e servidores sentiam-se valorizados. Essa transparência ativa fortaleceu a confiança mútua entre a gestão e o corpo social do instituto.

### Pioneirismo e Inspiração

O modelo de Salgueiro foi tão expressivo que serviu de inspiração para a implantação em outros campi da rede. O uso de sinalização digital mostrou que o campus estava na vanguarda da comunicação pública, provando que a transparência pode ser uma experiência visual e interativa que educa e integra.

### Um Legado de Conexão e Transparência Pública

Hoje, ao olharmos para aquela fase experimental de 2012, percebemos as raízes da nossa cultura de comunicação digital. A memória do programa nos lembra que a informação é um direito e que as ferramentas tecnológicas devem democratizar o acesso ao conhecimento institucional.

> O sucesso desse projeto pavimentou o caminho para as redes sociais pulsantes que temos hoje, mantendo vivo o espírito de uma escola que celebra seus processos junto com sua gente.

O **Campus Salgueiro** continua a buscar formas eficientes de se comunicar, honrando o legado de clareza iniciado há mais de uma década. Que a informação continue a fluir livremente em nossos corredores, fortalecendo nossa identidade como uma instituição pública moderna, aberta e conectada com o povo brasileiro.

**Uma história de luz, tela e verdade compartilhada!**","2025-09-09 16:14:00","2025-09-13 18:20:39","comunicacao, transparencia, tecnologia, interatividade, institucional","Comunicação Institucional",0,2012
27,"Campus Salgueiro na Semana Nacional de Ciência e Tecnologia em Brasília","Estudantes de Salgueiro representam o Sertão em evento nacional, discutindo economia verde e sustentabilidade.",qKQauvV5XF.webp,"Entre os dias **15 e 21 de outubro de 2012**, o nome de Salgueiro ecoou com força nos pavilhões de Brasília. Um grupo de estudantes e servidores do nosso campus participou da **Semana Nacional de Ciência e Tecnologia (SNCT)**, a convite do Ministério da Ciência, Tecnologia e Inovação.

Levar a inteligência produzida no interior de Pernambuco para a capital federal foi um marco de protagonismo estudantil, provando que a ciência feita na Caatinga possui relevância nacional e oferece respostas criativas para os desafios globais da sustentabilidade.

### O Protagonismo Sertanejo no Coração da Ciência Nacional

Representando o **Campus Salgueiro**, os estudantes Daiane Ribeiro, Danilo Ferreira e Odailton Santos, com suporte técnico de Sérgio Bento, apresentaram projetos alinhados ao tema central: **“Economia verde, sustentabilidade e erradicação da pobreza”**.

Em um estande visitado por pessoas de todo o Brasil, nossos jovens demonstraram como a pesquisa e a extensão podem:

- **Mitigar desigualdades sociais:** Através de tecnologias sociais e aplicadas.

- **Promover o desenvolvimento sustentável:** Respeitando os limites do meio ambiente semiárido.

- **Integrar saberes:** Unindo o conhecimento acadêmico do Sertão às discussões das mentes mais brilhantes do país.


A participação na SNCT foi um rito de amadurecimento. Ao dialogarem com pesquisadores de renome, os alunos compreenderam a escala e a importância social da formação que recebem no **IF Sertão-PE**. Eles não levaram apenas cartazes e protótipos; levaram a voz, a cultura e a determinação de um povo que faz da ciência seu instrumento de liberdade.

### Um Legado de Excelência e Inspiração Científica

Hoje, as imagens daqueles dias em Brasília permanecem como um troféu de dedicação coletiva. A memória da participação na SNCT nos inspira a continuar incentivando nossos alunos a buscarem os palcos mais altos do conhecimento.

> O Campus Salgueiro provou que não existem barreiras geográficas para quem possui uma base educacional sólida e o desejo de transformar o mundo.

Seguimos motivando novas gerações a seguirem o exemplo de Daiane, Danilo e Odailton. Que a chama da curiosidade científica continue a arder em nossos laboratórios, fortalecendo a autoconfiança de nossos estudantes.

A história do campus na SNCT de 2012 é um lembrete constante de que o **Sertão é terra de cientistas, inventores e visionários**. Uma memória de orgulho que pavimenta o caminho para muitas outras conquistas nacionais.

**O futuro da ciência brasileira passa, com certeza, pela força do nosso Sertão!**","2025-09-09 16:51:02","2025-09-12 17:05:06","ciencia, brasilia, sustentabilidade, pesquisa, protagonismo","Pesquisa e Pós-Graduação",0,2012
28,"Vozes que Rompem o Silêncio: A inclusão através da LIBRAS","Aula inaugural do curso de LIBRAS marca um novo capítulo na acessibilidade e respeito à diversidade em Salgueiro.",bUAJBfw3JX.webp,"No dia em que as mãos começaram a desenhar novos sentidos no ar, Salgueiro viveu um dos momentos mais emocionantes de sua trajetória educacional.

A aula inaugural do **Curso Básico Preparatório para Intérpretes de LIBRAS na Educação** não foi apenas o início de uma formação técnica; foi um ato de justiça social e empatia profunda. O auditório do campus tornou-se o palco onde o silêncio deu lugar à compreensão, acolhendo surdos e ouvintes em um compromisso comum: romper as barreiras invisíveis e construir uma educação verdadeiramente bilíngue e inclusiva.

### Educação Inclusiva e o Despertar da Consciência Social

A presença vibrante dos estudantes surdos Orlando Vidal e Genilson Ramos trouxe para o evento a autenticidade necessária. Eles ressaltaram que o curso representava um grito de resistência contra a ausência histórica de políticas públicas eficazes na região. Os pontos altos do encontro foram:

- **Direito Constitucional:** A professora Patrícia Lourenço destacou que formar intérpretes é garantir que o acesso à educação seja plenamente exercido.

- **Demanda Social:** A imensa procura pelas vagas — quase o dobro do ofertado — revelou uma sociedade sedenta por humanizar suas relações.

- **Identidade e Dignidade:** Aprender LIBRAS no **Campus Salgueiro** tornou-se um símbolo de respeito à identidade linguística, onde cada sinal aprendido era uma ponte construída.

A instituição reafirmava ali que a excelência acadêmica só faz sentido se for capaz de incluir a todos, valorizando a diversidade como nossa maior riqueza.

### O Papel do Intérprete

O curso foi desenhado para preparar profissionais capazes de atuar nas salas de aula, transformando a realidade de jovens que, por falta de comunicação, eram deixados à margem do saber. Foi um marco na preparação de uma rede de apoio que permite ao aluno surdo ocupar seu lugar de direito na academia.

### Um Legado de Empatia e Comunicação Sem Barreiras

Hoje, ao lembrarmos daquelas primeiras aulas, celebramos a coragem de quem escolheu dedicar-se ao entendimento do outro. O **IF Sertão-PE** consolidou-se como uma casa que não apenas ensina técnica, mas que cultiva a humanidade necessária para viver em sociedade.

> Como bem lembrou o poeta Mário Quintana, ser surdo é não ter tempo de ouvir o apelo de um irmão; em Salgueiro, decidimos ter todo o tempo do mundo para essa escuta visual e afetiva.

Seguimos firmes no propósito de ser um campus acessível e bilíngue. Que as vozes que rompem o silêncio continuem a ecoar, lembrando-nos diariamente que a educação é a linguagem universal da liberdade.

**Uma memória de luz e movimento que nos inspira a sermos, a cada dia, mais humanos e inclusivos!**","2025-09-15 14:48:27","2025-09-15 14:48:27","libras, inclusao, acessibilidade, diversidade, educacao","Ensino e Graduação",0,2012
29,"Ecos da Paralisação: Greves que marcaram o IF Sertão-PE","Um registro das lutas e mobilizações de 2012, 2015 e 2018 que reafirmaram a defesa da educação pública.",Yrp3MFsTve.webp,"A história do **Campus Salgueiro** e do **IFSertãoPE** não é feita apenas de dias de festa, mas também de momentos de intensa reflexão e luta coletiva.

Ao longo dos anos, os movimentos de paralisação em **2012, 2015 e 2018** tornaram-se marcos de resistência, onde servidores e estudantes uniram vozes para defender a dignidade da educação pública brasileira. Esses episódios foram lições vivas de cidadania e democracia, evidenciando que a excelência de uma instituição se constrói também na defesa dos direitos de quem a faz pulsar diariamente.

### Resistência e Unidade em Tempos de Desafios

Cada período de mobilização trouxe pautas específicas que reforçaram o compromisso com uma escola pública, gratuita e de qualidade social:

- **2012:** Uma mobilização de 30 dias que uniu os campi de Petrolina, Salgueiro, Floresta e Ouricuri em uma pauta nacional por melhores condições de trabalho e investimentos.

- **2015:** Forte adesão dos servidores reivindicando isonomia e reposição de perdas inflacionárias, consolidando a força do movimento sindical.

- **2018:** Um cenário distinto marcado pela greve nacional dos caminhoneiros, que paralisou o país e o campus, evidenciando a conexão profunda entre a educação, a infraestrutura e os movimentos sociais.


Esses ecos de paralisação deixaram um legado de consciência política. Estudantes e servidores aprenderam, na prática, o valor da organização através do **SINDSEP** e **SINASEFE**. A memória desses períodos reforça que o IFSertãoPE é um espaço de pensamento crítico, onde a passividade não tem lugar diante de ameaças ao futuro da educação profissional.

### A Educação como Espaço de Luta e Reflexão

Hoje, ao revisitarmos essas memórias, entendemos que cada retorno às aulas após esses movimentos trazia consigo uma comunidade acadêmica mais madura e consciente de seu papel social.

> O Campus Salgueiro orgulha-se de sua trajetória de resistência, sabendo que as conquistas de hoje são frutos das mobilizações de ontem.

A educação pública é um patrimônio do povo brasileiro, e a história das nossas greves é o registro da nossa disposição em protegê-la. Seguimos firmes, inspirados pela coragem de quem não se calou, fundamentados na consciência de que a luta pela educação é uma tarefa permanente e coletiva.

**Uma memória de força que nos define e nos projeta para o futuro!**","2025-09-15 15:26:15","2025-09-15 15:27:03","greve, mobilizacao, direitos, sinasefe, resistencia",Institucional,0,"2012, 2015, 2018"
30,"Quando a ciência encontrou espaço no Sertão","A 8ª Jince marcou o Campus Salgueiro com recordes de participação e integração entre pesquisa e comunidade.",HiPaJdI4dp.webp,"Houve um tempo em que o **Campus Salgueiro** transformou-se em um vibrante palco de descobertas e intercâmbio científico. Durante a **8ª Jornada de Iniciação Científica e Extensão do IF Sertão-PE (Jince)**, nossa casa viveu um de seus momentos mais gloriosos, recebendo um número recorde de participantes e consolidando-se como o coração da ciência no Sertão Central.

O evento não foi apenas uma exposição de banners; foi a celebração de uma inteligência sertaneja que, aliada ao rigor acadêmico, buscava soluções concretas para os desafios socioculturais, produtivos e ambientais da nossa região.

### O Florescer da Pesquisa e Extensão na Caatinga

A abertura oficial no auditório contou com a presença de lideranças acadêmicas como o reitor Rildo Diniz e os pró-reitores Gleide Coimbra e Cícero Antônio, além de representantes de outros institutos, como o IFAL. Naquele período, o campus pulsava com a energia de estudantes bolsistas e pesquisadores. Os destaques do evento incluíram:

- **Diálogo com a Comunidade:** O conhecimento gerado nos laboratórios encontrou o público externo, provando a eficácia da ciência na transformação da realidade local.

- **Tríade Acadêmica:** A Jince reafirmou a união fundamental entre **Ensino, Pesquisa e Extensão**.

- **Maturidade Estudantil:** Estudantes apresentaram projetos com um nível de profundidade inspirador, atuando como verdadeiros protagonistas do saber.


A diversidade de temas refletia a riqueza do nosso semiárido: desde inovações na agricultura familiar até soluções tecnológicas para a educação. A integração entre diferentes cursos e campi criou uma rede de colaboração que gerou parcerias duradouras, desmistificando a ideia de que o saber especializado é algo inacessível ao povo.

### Um Legado de Conhecimento e Transformação Social

Hoje, ao olharmos para trás, a **8ª Jince** permanece como uma memória viva de superação e excelência. O recorde de participação foi o reflexo do desejo da nossa juventude em ser protagonista da própria história através da investigação científica.

> O Campus Salgueiro continua a ser esse terreno fértil onde a curiosidade é incentivada e a inovação é celebrada como um ato de cidadania.

O sucesso daquela jornada pavimentou o caminho para as conquistas que hoje colocam nossa instituição em destaque nacional. Celebramos cada estudante e orientador que fez daquela edição um marco histórico. Que a chama da curiosidade continue a arder em nossos laboratórios, impulsionando a inovação com os pés no chão da nossa terra e os olhos no horizonte.

**Uma memória de luz, descoberta e orgulho para todo o povo sertanejo!**

---

Deseja que eu continue convertendo os próximos posts ou gostaria de fazer alguma alteração de estilo nos que já foram feitos?","2025-09-16 12:16:00","2025-09-16 12:20:28","jince, pesquisa, extensao, ciencia, inovacao","Pesquisa e Pós-Graduação",0,2013
31,"A primeira Semana Inclusiva no Campus Salgueiro","O NAPNE promove um marco de aprendizado e empatia na 1ª Semana Inclusiva em 2013.",c2qDXYUjHJ.webp,"Recordamos com profundo orgulho o momento em que o **Campus Salgueiro** abriu suas portas para a **1ª Semana Inclusiva**, realizada entre os dias **2 e 6 de setembro de 2013**.

Sob a condução dedicada do Núcleo de Apoio à Pessoa com Necessidades Específicas (**NAPNE**), o campus transformou-se em um espaço de diálogo intenso sobre diversidade e respeito. Foi uma semana que marcou a nossa alma institucional, lembrando-nos que a educação profissional só é completa quando é acessível a todos, independentemente de suas condições físicas ou intelectuais.

### A Diversidade como Voz e Espaço de Transformação

A programação foi desenhada para tocar a sensibilidade e gerar conhecimento prático. Os destaques incluíram:

- **Reflexão Cinematográfica:** A exibição do filme _""Meu Pé Esquerdo""_, provocando debates sobre superação e o papel do apoio familiar.

- **Oficinas Práticas:** Orientações para servidores e estudantes sobre o acolhimento de pessoas com deficiências auditivas, visuais, físicas e intelectuais.

- **Intercâmbio de Experiências:** Palestrantes de diversos municípios transformaram o campus em um fórum de empatia.


A participação ativa da comunidade nas dinâmicas revelou uma instituição disposta a evoluir. Ver professores e alunos experimentando os desafios da acessibilidade na prática foi fundamental para criar uma consciência crítica sobre as barreiras que ainda precisamos derrubar. O NAPNE consolidou-se como o guardião desse compromisso, reafirmando que cada vida merece as mesmas chances de florescer.

### Um Legado de Respeito e Acessibilidade Permanente

Hoje, ao relembrarmos essa primeira edição de 2013, percebemos as marcas positivas que ela deixou em nossa trajetória. A inclusão tornou-se uma pauta transversal, influenciando desde a arquitetura do campus até as metodologias de ensino.

> A memória daquela semana nos inspira a construir uma escola cada vez mais humana, onde a diversidade não é um obstáculo, mas a nossa maior riqueza.

O **Campus Salgueiro** reafirma seu papel como agente de transformação social, lutando diariamente para que a inclusão seja a regra. Celebramos as sementes de empatia plantadas ali, que continuam a dar frutos na vida de cada estudante que se sente acolhido e respeitado em sua singularidade.

**Uma história de acolhimento que nos orgulha profundamente!**","2025-09-16 12:44:39","2025-09-16 12:44:39","inclusao, napne, diversidade, acessibilidade, educacao",Institucional,0,2013
32,"Quando o talento encontrou a ciência em 2013","Estudantes do IF Sertão-PE brilham no Programa Jovens Talentos para a Ciência, iniciando carreiras de sucesso.",FfaScpqVA1.webp,"Em 2013, o **Campus Salgueiro** e o **IFSertãoPE** celebraram a conquista de quatro jovens brilhantes que deram seus primeiros passos decisivos no universo da pesquisa.

A aprovação no **Programa Jovens Talentos para a Ciência** foi mais do que a conquista de uma bolsa; foi o reconhecimento do potencial intelectual da nossa juventude sertaneja. Para estudantes como **Thiago Leandro Silva**, da Licenciatura em Física de Salgueiro, aquele momento representou a abertura de portas para um futuro onde a ciência deixava de ser um sonho distante para tornar-se uma realidade profissional palpável.

### Vocação Científica e Superação no Interior

As histórias por trás de cada aprovação revelam trajetórias de imensa dedicação e superação de barreiras geográficas e sociais:

- **Thiago Leandro (Salgueiro):** Transformou meses de estudo em meta de vida, com apoio incansável do corpo docente da Licenciatura em Física.

- **Edson Rodrigues (Floresta):** Percorria diariamente 48 km de sua casa em Nazaré do Pico, vendo na bolsa um estímulo vital para sua permanência acadêmica na Tecnologia da Informação.

- **Jordackson Cristone e Thainá Kelly:** Brilharam ao utilizar a base sólida do Ensino Médio para construir suas carreiras como futuros pesquisadores.


A concessão dessas bolsas de iniciação científica visava despertar a vocação para a investigação ainda nos primeiros anos da graduação. Ver nossos alunos vencendo testes de conhecimentos gerais em nível nacional reafirmou que o Sertão é um berço de mentes brilhantes, prontas para contribuir com o avanço tecnológico do Brasil.

### Um Legado de Inspiração para a Pesquisa Brasileira

Hoje, relembramos essa conquista de 2013 como o marco de uma geração que não teve medo de sonhar alto. A memória daqueles jovens talentos continua a inspirar os novos ingressantes que chegam ao campus todos os anos.

> Eles provaram que, com estrutura, apoio docente e esforço pessoal, o estudante do interior pode ocupar qualquer espaço na academia brasileira.

O **IFSertãoPE** orgulha-se de ter sido o solo onde essas vocações foram nutridas, transformando potencial em conquistas concretas. Seguimos investindo em nossos talentos, acreditando que a pesquisa é o motor da transformação social e econômica da nossa região.

**Uma narrativa de superação e brilho intelectual que nos motiva a transformar o Sertão em um celeiro de grandes cientistas!**","2025-09-16 13:35:44","2025-09-16 13:35:44","pesquisa, jovens_talentos, ciencia, bolsas, ensino_superior","Pesquisa e Pós-Graduação",0,2013
33,"Hortas que cultivam conhecimento e cidadania","Estudantes de Agropecuária transformam a teoria em hortas orgânicas que beneficiam escolas da comunidade.",Jfp45PQP4b.webp,"No ano de **2013**, o aprendizado no **Campus Salgueiro** transpôs os muros da instituição e ganhou as cores e aromas da terra.

Alunos do curso **Subsequente em Agropecuária**, orientados pelo professor Marcelo Campos, transformaram as lições de Horticultura em um projeto de extensão que marcou a comunidade local. Ao implantarem **hortas orgânicas** em escolas parceiras, como a Escola Pais e Mestres, os estudantes mostraram que a educação profissional ganha seu verdadeiro sentido quando se coloca a serviço do bem-estar social e da sustentabilidade alimentar do Sertão Central.

### Sustentabilidade e Troca de Saberes no Campo

A jornada liderada pelos estudantes Heitor, Amanda, Igor e Raniere foi uma lição prática de resiliência. O projeto envolveu etapas técnicas cruciais para o sucesso do cultivo no semiárido:

- **Preparo e Adubação:** O cuidado com o solo como base para a vida.

- **Diversidade de Cultivo:** Plantio de coentro, beterraba e tomate cereja.

- **Resiliência Técnica:** Superação de desafios climáticos e perda de mudas com entusiasmo renovado.


A colheita abundante foi celebrada como o fruto de um trabalho coletivo que integrou turmas do Ensino Médio e Subsequente. O objetivo era claro: promover a **alimentação saudável** e o respeito ao meio ambiente através de práticas orgânicas.

### Educação que Transforma Gerações

O impacto do projeto foi além da produção de alimentos. Nossos alunos tornaram-se ""professores por um dia"", compartilhando técnicas de plantio com crianças da 5ª série. Ver a alegria dos pequenos ao cultivarem seus próprios canteiros fortaleceu os vínculos entre o campus e a sociedade. As hortas tornaram-se **salas de aula vivas**, onde a cidadania era cultivada em cada semente.

### Um Legado de Consciência Ambiental e Solidariedade

Hoje, ao lembrarmos desse projeto de 2013, celebramos a vocação extensionista que corre nas veias do Campus Salgueiro. A memória daquelas hortas continua a inspirar novas ações, mostrando que a técnica agrícola deve sempre caminhar de mãos dadas com a **responsabilidade social**.

> O legado de Heitor e seus colegas permanece vivo na consciência ambiental dos estudantes que hoje dão continuidade a essa história de amor à terra.

O **IF Sertão-PE** reafirma seu compromisso de levar o conhecimento técnico para onde ele é mais necessário. A história das hortas comunitárias é uma narrativa de esperança e trabalho duro, provando que a educação mais completa é aquela que gera benefícios reais para a vida das pessoas.

**Uma memória verde e pulsante que continua a florescer em nossa trajetória!**","2025-09-16 15:43:02","2025-09-16 15:43:02","agropecuaria, horticultura, extensao, horta_organica, comunidade","Eventos e Extensão",0,2013
34,"Lançamento de foguetes instiga o aprendizado da Física","A VII Mostra Brasileira de Foguetes transforma o céu de Salgueiro em um laboratório de descobertas práticas.",p1kwmgaMOa.webp,"Naquela manhã ensolarada de uma quinta-feira em **2013**, o campo aberto ao lado da Estação do Forró em Salgueiro tornou-se o palco de uma aventura científica inesquecível.

Cinquenta e sete estudantes do ensino médio do nosso campus, organizados em dezenove equipes vibrantes, participaram da **VII Mostra Brasileira de Foguetes (MOBFOG)**. O que para muitos poderia parecer apenas uma brincadeira, era um desafio rigoroso de aplicação dos princípios da Física, onde garrafas PET, água e pressão de ar tornaram-se ferramentas para desvendar as leis do movimento e da aerodinâmica.

### A Ciência que Voa Alto sobre o Solo Sertanejo

Cada lançamento carregava consigo semanas de estudo e a expectativa de ver a teoria ganhar os céus. Sob a orientação do professor Eriverton Rodrigues e dos demais docentes de Física, os alunos enfrentaram desafios técnicos reais:

- **Construção e Aerodinâmica:** Desenvolvimento de foguetes e bases de lançamento eficientes.

- **Performance:** A melhor marca atingida foi de **82 metros** de distância, celebrada com entusiasmo por todos.

- **Prática Pedagógica:** A MOBFOG retirou a Física do papel e a colocou nas mãos dos jovens sertanejos, instigando a curiosidade intelectual.


O sucesso desse evento foi o combustível para o projeto de extensão **“Divulgação e Popularização da Astronomia no IF Sertão-PE”**, que continua a despertar vocações científicas até hoje. Ver os alunos discutindo ângulos de lançamento e resistência do ar mostrou que a ciência é empolgante quando ensinada com criatividade.

### Um Legado de Curiosidade e Exploração Científica

Hoje, as memórias daqueles foguetes subindo ao céu permanecem como um símbolo da nossa ousadia acadêmica. A experiência na Estação do Forró transformou a sala de aula em um espaço de experimentação constante.

> O Campus Salgueiro orgulha-se de proporcionar experiências que marcam a vida dos jovens, provando que o talento para a ciência não conhece fronteiras geográficas ou sociais.

Seguimos lançando novos projetos e ideias, acreditando que a educação científica é a chave para a liberdade intelectual do nosso povo. Que o voo daqueles foguetes de 2013 continue a inspirar os alunos de hoje a buscarem o saber com a mesma determinação.

**Uma história de descoberta e horizontes ampliados no coração do Sertão Central!**","2025-09-16 16:04:01","2025-09-16 16:04:01","fisica, mobfog, ciencia, extensao, astronomia","Ensino e Graduação",0,2013
